gene,ensembl,name,pc1_loading,pc2_loading,category
TMEM47,ENSG00000147027,transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515],0.01776543403799487,0.0066820462575246636,neither
FAM69C,ENSG00000187773,family with sequence similarity 69 member C [Source:HGNC Symbol;Acc:HGNC:31729],-0.015393328394202151,0.009749814265436873,neither
LTBP1,ENSG00000049323,latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714],0.014287228861355208,-0.015241394646558739,neither
PHLDA2,ENSG00000181649,"pleckstrin homology-like domain, family A, member 2 [Source:HGNC Symbol;Acc:HGNC:12385]",0.00479540105810707,-0.019436557325121277,neither
SAT1,ENSG00000130066,spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540],-0.01621919683012705,-0.010507061459707895,neither
HPN-AS1,ENSG00000227392,HPN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:47041],-0.01399687167617014,-0.017118374987630903,neither
C12orf75,ENSG00000235162,chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164],0.01822602965445665,0.010052042635742801,neither
NHEG1,ENSG00000225391,neuroblastoma highly expressed 1 [Source:EntrezGene;Acc:100294720],-0.015656207782431694,-0.012734412446889274,neither
MAG,ENSG00000105695,myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783],-0.008590431324286977,-0.020117210597970874,neither
CACNA1C,ENSG00000151067,"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:HGNC Symbol;Acc:HGNC:1390]",0.01604530975912884,0.008880250021316288,neither
GCNT1,ENSG00000187210,"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:HGNC:4203]",0.01788078037430033,0.01088950333721445,neither
SLC18A1,ENSG00000036565,"solute carrier family 18 (vesicular monoamine transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10934]",-0.006278417396700419,-0.020070217742272578,neither
SIRPB1,ENSG00000101307,signal-regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928],0.007232602234667236,-0.017828594916916116,neither
C15orf54,ENSG00000175746,chromosome 15 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:33797],0.017773223018640757,-0.006217642904133216,neither
CHGA,ENSG00000100604,chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929],0.008025383094310466,-0.01621467308405373,neither
FENDRR,ENSG00000268388,FOXF1 adjacent non-coding developmental regulatory RNA [Source:HGNC Symbol;Acc:HGNC:43894],0.015217677838203318,0.010028219511297282,neither
FREM1,ENSG00000164946,FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399],-0.016882844284968505,-0.012489698916654458,neither
TCHH,ENSG00000159450,trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791],0.01736182324672846,0.008194857013455095,neither
NAP1L5,ENSG00000177432,nucleosome assembly protein 1-like 5 [Source:HGNC Symbol;Acc:HGNC:19968],-0.01706527360489575,0.0028008243334710246,neither
KIAA0226L,ENSG00000102445,KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420],-0.016384530233832916,-0.014159821495768395,neither
SERPINA3,ENSG00000196136,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]",-0.014476730809665606,-0.013552212925829425,neither
RANBP3L,ENSG00000164188,RAN binding protein 3-like [Source:HGNC Symbol;Acc:HGNC:26353],0.008929051571438803,0.009664367459099498,neither
PI3,ENSG00000124102,peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947],0.010214545825990646,-0.018621972668591995,neither
TBX21,ENSG00000073861,T-box 21 [Source:HGNC Symbol;Acc:HGNC:11599],0.007667561991703253,-0.02006934150438732,neither
F2R,ENSG00000181104,coagulation factor II (thrombin) receptor [Source:HGNC Symbol;Acc:HGNC:3537],0.015068322940297427,0.013308467359374212,neither
TRIM29,ENSG00000137699,tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274],0.0175212679753161,0.01166488184551674,neither
ETV5,ENSG00000244405,ets variant 5 [Source:HGNC Symbol;Acc:HGNC:3494],-0.004519131044848214,-0.017448597439596942,neither
TRIM22,ENSG00000132274,tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379],0.015226180407689414,0.014778324886143612,neither
KIAA1211,ENSG00000109265,KIAA1211 [Source:HGNC Symbol;Acc:HGNC:29219],-0.016793977684321185,-0.007635709911342154,neither
HLA-DRA,ENSG00000204287,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]",-0.0073434466943765025,-0.003410666538333255,neither
LSP1,ENSG00000130592,lymphocyte-specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707],0.01188714387796651,0.010605331196338285,neither
DUSP4,ENSG00000120875,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070],-0.0143023006275943,-0.016263005570799696,neither
FGFR3,ENSG00000068078,fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690],0.012012482974674873,0.015480666335748551,neither
G0S2,ENSG00000123689,G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229],0.017586931588981745,-0.005568021156855157,neither
DUSP8,ENSG00000184545,dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074],0.01567433916817127,0.013019963991940867,neither
ST8SIA1,ENSG00000111728,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]",-0.016560376573534825,-0.011298747683351299,neither
MTSS1,ENSG00000170873,metastasis suppressor 1 [Source:HGNC Symbol;Acc:HGNC:20443],-0.015266551383305587,-0.010408078606216887,neither
SORCS1,ENSG00000108018,sortilin-related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697],-0.015598529029362087,-0.013556079175445612,neither
GLDC,ENSG00000178445,glycine dehydrogenase (decarboxylating) [Source:HGNC Symbol;Acc:HGNC:4313],-0.00986582273537171,-0.019566977725385064,neither
ESM1,ENSG00000164283,endothelial cell-specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466],0.016927130877693455,-0.012113918357457659,neither
TRIM67,ENSG00000119283,tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859],0.013173026596964288,0.014126556778051535,neither
AC004988.1,ENSG00000203446,NA,0.0035973948505706294,-0.01903618731838362,neither
IFITM10,ENSG00000244242,interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022],0.017367803456775993,0.01189123462740095,neither
LINC01133,ENSG00000224259,long intergenic non-protein coding RNA 1133 [Source:HGNC Symbol;Acc:HGNC:49447],0.013854406800242997,0.016532335967160066,neither
ATP6V0D2,ENSG00000147614,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2 [Source:HGNC Symbol;Acc:HGNC:18266]",0.012149786084312905,-0.01814174960544154,neither
RYR2,ENSG00000198626,ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:HGNC:10484],0.016855029525116465,-0.00595688079768716,neither
CTD-2269F5.1,ENSG00000250320,NA,0.014384385858270166,0.016360836310730976,neither
MYOCD,ENSG00000141052,myocardin [Source:HGNC Symbol;Acc:HGNC:16067],0.007977901736964221,0.01056707894948315,neither
TRAF1,ENSG00000056558,TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031],0.013262313104889914,-0.016113469795721022,neither
FLT1,ENSG00000102755,fms-related tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],0.017713476716190644,-0.004672203990910602,neither
MYRF,ENSG00000124920,myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181],0.016629341340464957,-0.004667821372035342,neither
RP1,ENSG00000104237,retinitis pigmentosa 1 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:10263],0.006821703813191934,-0.02018174480754168,neither
PPP1R12B,ENSG00000077157,protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619],-0.013178889029022428,0.015651429699531476,neither
DRAXIN,ENSG00000162490,dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054],0.0069206358169759275,-0.02014537258918026,neither
EPHB2,ENSG00000133216,EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393],0.014680797500642861,-0.013977032704139398,neither
CDC42EP1,ENSG00000128283,CDC42 effector protein (Rho GTPase binding) 1 [Source:HGNC Symbol;Acc:HGNC:17014],0.01603168455391772,0.010417299322085561,neither
CD74,ENSG00000019582,"CD74 molecule, major histocompatibility complex, class II invariant chain [Source:HGNC Symbol;Acc:HGNC:1697]",-0.009098068267455623,-0.008663341876853695,neither
NRP2,ENSG00000118257,neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005],-0.016310728251734328,-0.013130767640896449,neither
PSG9,ENSG00000183668,pregnancy specific beta-1-glycoprotein 9 [Source:HGNC Symbol;Acc:HGNC:9526],0.013769487004056278,-0.006303209878681673,neither
TPSAB1,ENSG00000172236,tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:HGNC:12019],0.00576651524258322,-0.017372581243223717,neither
SULT1C2,ENSG00000198203,sulfotransferase family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:11456],-0.016150034761329448,8.002748998395932e-4,neither
RP11-815M8.1,ENSG00000238042,NA,0.008419148970272601,-0.01982941110849439,neither
LUCAT1,ENSG00000248323,lung cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48498],0.01667819626092511,-0.012248444330569739,neither
ZNF385D,ENSG00000151789,zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191],0.012236409790170618,-0.016835600094373904,neither
IL24,ENSG00000162892,interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346],0.015268699247408415,-0.013727703032818988,neither
LRRC17,ENSG00000128606,leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895],0.011040889738331519,0.011500017022468315,neither
NFATC2,ENSG00000101096,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 [Source:HGNC Symbol;Acc:HGNC:7776]",-0.012779942253431981,-0.016686934881572798,neither
PID1,ENSG00000153823,phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084],0.014187795926773506,0.016378827820996762,neither
ANXA8L1,ENSG00000264230,annexin A8-like 1 [Source:HGNC Symbol;Acc:HGNC:23334],0.015921734670252454,0.01309016661081982,neither
GHR,ENSG00000112964,growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263],-0.017460521245518765,-0.010295148368351686,neither
CASS4,ENSG00000087589,Cas scaffolding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878],0.010091404654451587,-0.019655203848442798,neither
GRM8,ENSG00000179603,"glutamate receptor, metabotropic 8 [Source:HGNC Symbol;Acc:HGNC:4600]",0.011244270164519312,-0.01876398228191908,neither
STK32A,ENSG00000169302,serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317],-0.017859923440425248,-0.0019836944692930257,neither
STC2,ENSG00000113739,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374],0.017751262125378454,0.010525442050846514,neither
GABRE,ENSG00000102287,"gamma-aminobutyric acid (GABA) A receptor, epsilon [Source:HGNC Symbol;Acc:HGNC:4085]",0.017294228010074946,0.0034601299124527836,neither
LRRC39,ENSG00000122477,leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228],-0.014441343434884625,0.01000727373439548,neither
GLIS1,ENSG00000174332,GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525],0.016031409260969156,0.013569443318117484,neither
CCND1,ENSG00000110092,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582],0.006278828614765537,-0.013715789933281658,neither
PRKG2,ENSG00000138669,"protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]",-0.01742813300026728,0.0038204706705662933,neither
GDF15,ENSG00000130513,growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142],-0.007167665583103513,-0.019103769042404208,neither
KLK10,ENSG00000129451,kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358],0.009478716561963453,-0.019412968538310017,neither
PRSS35,ENSG00000146250,"protease, serine 35 [Source:HGNC Symbol;Acc:HGNC:21387]",0.01158089632719868,-0.015051479417936614,neither
HTR7,ENSG00000148680,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled [Source:HGNC Symbol;Acc:HGNC:5302]",0.01353052231543995,-0.01654078574145326,neither
GRIK4,ENSG00000149403,"glutamate receptor, ionotropic, kainate 4 [Source:HGNC Symbol;Acc:HGNC:4582]",0.005990269931992415,-0.018843968162133306,neither
KCNK1,ENSG00000135750,"potassium channel, two pore domain subfamily K, member 1 [Source:HGNC Symbol;Acc:HGNC:6272]",0.012612551794409869,-0.016683861115411775,neither
DHRS3,ENSG00000162496,dehydrogenase/reductase (SDR family) member 3 [Source:HGNC Symbol;Acc:HGNC:17693],-0.015039842578300811,0.0020606396468792094,neither
HEY1,ENSG00000164683,hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],-7.068207081870466e-4,-0.01959006388871057,neither
FGF1,ENSG00000113578,fibroblast growth factor 1 (acidic) [Source:HGNC Symbol;Acc:HGNC:3665],0.007461892167070641,-0.01936196955733994,neither
SH3RF2,ENSG00000156463,SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299],0.017330177841288864,0.011262871155169808,neither
RP5-1172A22.1,ENSG00000233521,NA,0.013903080669109894,0.01680746524911355,neither
HPCAL1,ENSG00000115756,hippocalcin-like 1 [Source:HGNC Symbol;Acc:HGNC:5145],0.015969400686669268,-0.014042186171556923,neither
HIST1H4H,ENSG00000158406,"histone cluster 1, H4h [Source:HGNC Symbol;Acc:HGNC:4788]",0.016230072028832473,-0.005585248221944904,neither
HTN1,ENSG00000126550,histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283],-0.010636787079845696,-0.017864915908930294,neither
ITGB8,ENSG00000105855,integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163],0.011695267943083768,-0.017741781746839245,neither
TSPAN10,ENSG00000182612,tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942],-0.01481641276733946,0.011163357791250647,neither
TMCC3,ENSG00000057704,transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199],0.00178575228260894,-0.019371020213357484,neither
S100A2,ENSG00000196754,S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492],0.014099017539219393,-0.01503487202346368,neither
CD200,ENSG00000091972,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203],-0.01376976621132182,-0.015211077801128384,neither
NRROS,ENSG00000174004,negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613],-0.013729543866040044,-0.016289832961295776,neither
WASF3,ENSG00000132970,WAS protein family member 3 [Source:HGNC Symbol;Acc:HGNC:12734],0.01827157998933384,0.0025233713756960857,neither
RAB17,ENSG00000124839,"RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]",-0.015212616817308065,-0.013554351617098065,neither
ANO2,ENSG00000047617,"anoctamin 2, calcium activated chloride channel [Source:HGNC Symbol;Acc:HGNC:1183]",0.017224579764273402,0.01102699908029412,neither
CADM3,ENSG00000162706,cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601],0.015943724293431615,0.008637311088237096,neither
APOBEC3G,ENSG00000239713,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G [Source:HGNC Symbol;Acc:HGNC:17357]",0.0105697678434534,-0.017857532401909848,neither
GEM,ENSG00000164949,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234],0.012878762179250757,-0.017949664126898756,neither
RTN4RL1,ENSG00000185924,reticulon 4 receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:21329],-0.0030144415861572934,0.013785734939929736,neither
BNC2,ENSG00000173068,basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988],-0.016900566906522613,0.009517680551718736,neither
PKD1L2,ENSG00000166473,polycystic kidney disease 1-like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715],-0.01738940467175294,0.007057641256774468,neither
AFF3,ENSG00000144218,AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473],0.016818360534458617,-0.003621926150876252,neither
WWC1,ENSG00000113645,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435],0.01812048187384147,0.0072769398530588844,neither
BIRC7,ENSG00000101197,baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702],-0.012797630878374586,-0.012998592231263643,neither
AC006262.5,ENSG00000268621,NA,0.015200960423725263,-0.01115932769595199,neither
C6orf141,ENSG00000197261,chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351],0.00481963657836093,-0.015272331416939225,neither
FBXO15,ENSG00000141665,F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617],0.008611214309123517,-0.019742396905343764,neither
SMAGP,ENSG00000170545,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918],0.010132471720172224,-0.019673786016176115,neither
KLF5,ENSG00000102554,Kruppel-like factor 5 (intestinal) [Source:HGNC Symbol;Acc:HGNC:6349],0.016522994007704486,-0.005144585484947871,neither
CYP4F2,ENSG00000186115,cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645],0.008080961975691987,-0.01952905290595237,neither
MT2A,ENSG00000125148,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406],0.016162489755168073,-0.013926767154835205,neither
TXNIP,ENSG00000265972,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952],0.013432828459978206,0.015880707630857596,neither
CD96,ENSG00000153283,CD96 molecule [Source:HGNC Symbol;Acc:HGNC:16892],0.010016457662704098,-0.018571147469718524,neither
CDC42EP3,ENSG00000163171,CDC42 effector protein (Rho GTPase binding) 3 [Source:HGNC Symbol;Acc:HGNC:16943],0.01646235902347942,-0.007905117884740472,neither
ART3,ENSG00000156219,ADP-ribosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:725],-0.014752619581080541,-0.011320610318719488,neither
SERPING1,ENSG00000149131,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:HGNC Symbol;Acc:HGNC:1228]",0.009415025229526329,0.013921356755427454,neither
SRGN,ENSG00000122862,serglycin [Source:HGNC Symbol;Acc:HGNC:9361],0.011592708787562148,0.015886958396729798,neither
SERPINF1,ENSG00000132386,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:HGNC Symbol;Acc:HGNC:8824]",-0.017227446899790482,0.0029038824469807623,neither
ST3GAL6,ENSG00000064225,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]",-0.01661785334534564,-0.01245872506029591,neither
RP13-895J2.4,ENSG00000278872,NA,0.007953995906385892,-0.01867889744408609,neither
DTL,ENSG00000143476,denticleless E3 ubiquitin protein ligase homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30288],0.006464698776626687,-0.006580744821694392,neither
IGSF3,ENSG00000143061,immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950],-0.01474886221949461,-0.015593890918267957,neither
RP4-621F18.2,ENSG00000282057,NA,0.014627761878573004,0.015000849445512679,neither
MGP,ENSG00000111341,matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060],-0.0048781925517001725,-0.012876649749518758,neither
LINC00964,ENSG00000249816,long intergenic non-protein coding RNA 964 [Source:HGNC Symbol;Acc:HGNC:27226],-0.01754720708975184,-0.010117983456128993,neither
UBA7,ENSG00000182179,ubiquitin-like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471],0.015429604620690391,0.01206247090842481,neither
GLI2,ENSG00000074047,GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318],0.017400274275811436,0.004996289760388853,neither
GIPR,ENSG00000010310,gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271],-4.867788893043849e-4,-0.013601963559389387,neither
XAGE2,ENSG00000155622,X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112],0.017291445210722334,0.011594870971564067,neither
NCF2,ENSG00000116701,neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661],0.010953460072100137,-0.018308220357099912,neither
LINC00473,ENSG00000223414,long intergenic non-protein coding RNA 473 [Source:HGNC Symbol;Acc:HGNC:21160],-0.013297361148658902,-0.010910141980244661,neither
CTD-2033D15.3,ENSG00000278621,NA,0.017819732877958735,0.006578999761475987,neither
SPP1,ENSG00000118785,secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255],0.012132548079315127,-0.012378648147300305,neither
APCDD1L-AS1,ENSG00000231290,APCDD1L antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27152],0.01760382417377032,-0.009033499981499401,neither
SHISA3,ENSG00000178343,shisa family member 3 [Source:HGNC Symbol;Acc:HGNC:25159],-0.012856744957155438,-0.009257693680255077,neither
METTL7A,ENSG00000185432,methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550],-0.005356282325556269,0.015478476547516669,neither
ETS2,ENSG00000157557,v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:HGNC Symbol;Acc:HGNC:3489],0.011816035955209313,0.011617692167615178,neither
PTPN22,ENSG00000134242,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:HGNC Symbol;Acc:HGNC:9652]",0.017075608661373042,0.005754771035559471,neither
HMGA2,ENSG00000149948,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009],0.004167751103421582,-0.01277932279269833,neither
BRAFP1,ENSG00000224775,BRAF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18615],0.011442627141466266,-0.01146390187090955,neither
ADGRE2,ENSG00000127507,adhesion G protein-coupled receptor E2 [Source:HGNC Symbol;Acc:HGNC:3337],0.00911760746234353,-0.018869674679423756,neither
MSX1,ENSG00000163132,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391],0.007257149014561223,-0.020155503091226882,neither
DACT1,ENSG00000165617,dishevelled-binding antagonist of beta-catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748],0.015067462279647474,0.014059505279999742,neither
KLK13,ENSG00000167759,kallikrein related peptidase 13 [Source:HGNC Symbol;Acc:HGNC:6361],0.006325051049716359,-0.02026021314121316,neither
HJURP,ENSG00000123485,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],0.00959693864929224,-0.0037548578133293447,neither
HLA-DMB,ENSG00000242574,"major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]",-0.01266379361369749,-0.015060116227872376,neither
CDC6,ENSG00000094804,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744],0.007398820451464089,-0.009075546613822606,neither
RP11-161M6.2,ENSG00000260807,NA,-0.014673898306327508,-0.015482536041817777,neither
ADAMTS1,ENSG00000154734,ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217],0.009118042438777929,-0.015537160978075563,neither
HIST1H2BD,ENSG00000158373,"histone cluster 1, H2bd [Source:HGNC Symbol;Acc:HGNC:4747]",0.016246208101202968,-0.0058757957555608045,neither
NID2,ENSG00000087303,nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389],0.016934392793806284,0.006906282558200909,neither
MPPED2,ENSG00000066382,metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180],-0.01471224237628802,0.009609990099366432,neither
ADAMTS14,ENSG00000138316,ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899],0.01423777386375105,0.007174141790579099,neither
RBM24,ENSG00000112183,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539],0.015951270632232672,0.01312765095235264,neither
LDB3,ENSG00000122367,LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710],-0.01753349623273951,-0.005903186368127594,neither
STX1A,ENSG00000106089,syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433],0.014294978121194474,-0.01600366397449067,neither
HEY2,ENSG00000135547,hes-related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881],-0.010464984434475896,-0.01885492552051021,neither
SGK1,ENSG00000118515,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810],-0.01723410159784938,-0.004633856061604088,neither
MDGA1,ENSG00000112139,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267],0.016391644429671066,-0.008084327710487966,neither
P3H2,ENSG00000090530,prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317],0.017310354188231073,0.002128431378920012,neither
STAC2,ENSG00000141750,SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990],0.013469487168318717,-0.011625781667841754,neither
RUNX2,ENSG00000124813,runt-related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472],0.017089699530749916,0.011388788408905058,neither
FAM111B,ENSG00000189057,family with sequence similarity 111 member B [Source:HGNC Symbol;Acc:HGNC:24200],0.007752630192487253,-0.006594769484237226,neither
GJB3,ENSG00000188910,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285],0.009453665172940157,-0.01959768241799402,neither
ADAM19,ENSG00000135074,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197],0.015282339324275189,-0.013960981816474273,neither
FAM46C,ENSG00000183508,family with sequence similarity 46 member C [Source:HGNC Symbol;Acc:HGNC:24712],0.011069265295157477,-0.019715316458257214,neither
ENTHD1,ENSG00000176177,ENTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26352],-0.008023117446670176,-0.017804565616647252,neither
PEG10,ENSG00000242265,paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005],0.014846663758541972,0.01415039527174062,neither
FGF7,ENSG00000140285,fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685],0.011140701467564143,0.01685967553297615,neither
PDGFB,ENSG00000100311,platelet-derived growth factor beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8800],0.015467919626083702,-0.00147572616590785,neither
DCBLD2,ENSG00000057019,"discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]",0.01825048701843213,-0.009590654350599718,neither
LIPG,ENSG00000101670,"lipase, endothelial [Source:HGNC Symbol;Acc:HGNC:6623]",0.012555350838162298,0.010467717251583368,neither
AJUBA,ENSG00000129474,ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250],0.015030565193392518,0.015636751952681664,neither
CTD-2354A18.1,ENSG00000261780,NA,0.009170019749817668,-0.018340727293775016,neither
TNFRSF21,ENSG00000146072,tumor necrosis factor receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469],-0.00886649888995577,-0.013827524898524386,neither
GPR158,ENSG00000151025,G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:HGNC:23689],0.0028277485937957315,-0.018629876513938732,neither
